ADJ	5e546d4e975b	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	 `:460` lockout). `req.user.id` is therefore populated when the lockout guard runs. Correct.
ADJ	5f7115fc4aa9	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	- **Unauthenticated passthrough** (`:93-94`)  `if (!userId) return true`. Correct given the
ADJ	e3ae6a5111c3	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	hard no-op (`dunning-lockout.guard.ts:80`) and fail-open on lookup error (`:99-105`)  both hold.
ADJ	e3c8ed146405	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	| 2 | **"What would hyperscalers do?"** | **Practice cited: flag-gated progressive rollout with the 
ADJ	589493b44716	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	| 3 | **"How can I get the GOOD without the BAD?"** | **GOOD:** delinquent accounts stop consuming p
ADJ	69f6bc85a3e3	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	| 4 | **"Am I attacking the root cause / issue / idea?"** | **Yes  mounting the guard attacks the ac
ADJ	03f28c9e93e5	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	at `src/checkout/dunning-v2/dunning-v2.feature.ts:25` and the reader at **`:32-36`**:
ADJ	4708c07f0ce0	FROZEN_CORRECTION	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	> `:34-36` while quoting the `:25` constant, presenting a condensed excerpt as a contiguous quote.
ADJ	98e1b5f428b5	FROZEN_CORRECTION	handoffs/audit-reports/P0-AUDIT-B-5076a07a.md	> The reader function spans **`:32-36`**; the constant is at **`:25`**. Substance unchanged.
ADJ	1efee93ed9f4	BACKEND_EXCERPT	handoffs/importer-wave/current-state.json	Op 75 - P0-AUDIT DISCHARGE (docs/doctrine/evidence/state only, 0 product LOC, R14-exempt, R3-clean p
ADJ	102d97881e83	BACKEND_EXCERPT	handoffs/importer-wave/current-state.json	AUDITED AT OP 75. Supersedes the Op-74 wording preserved at product_tree_status_stale_op74 ('NOT AUD
ADJ	e9ac9d5e2e54	FROZEN_CORRECTION	handoffs/importer-wave/current-state.json	These two are matched by the INTENDED billing prefix in ALLOWED_PREFIXES; they are a deliberate reco
PIN	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md:133	2815b2e36474
ADJ	41cb424f95ee	FROZEN_CORRECTION	handoffs/importer-wave/current-state.json	Earlier passes listed FOUR routes here, folding the two by-design billing routes into the unintended
ADJ	6fc0d7bfd04e	BACKEND_EXCERPT	handoffs/importer-wave/current-state.json	unauthenticated passthrough (:93-94)
ADJ	0c4b0836ae3a	BACKEND_EXCERPT	handoffs/importer-wave/current-state.json	fail-open on lookup error (:99-105)
ADJ	fe24962ed894	FROZEN_CORRECTION	handoffs/importer-wave/current-state.json	RE-DERIVED at the third remediation pass (2026-07-27) from the final 386-line Lens A file. This key 
ADJ	333931222db4	FROZEN_CORRECTION	handoffs/op75/BASELINE_HEADS_OP75.json	These two are matched by the INTENDED billing prefix in ALLOWED_PREFIXES; they are a deliberate reco
ADJ	9094e95aff17	FROZEN_CORRECTION	handoffs/op75/BASELINE_HEADS_OP75.json	Earlier passes listed FOUR routes here, folding the two by-design billing routes into the unintended
ADJ	910fbce9d74b	FROZEN_CORRECTION	handoffs/op75/BASELINE_HEADS_OP75.json	Previously recorded as 'Lockout decision has no durable transition record' routed to DUN-4. That is 
ADJ	59edb3fe29e0	BACKEND_EXCERPT	handoffs/importer-wave/current-state.json	Op 75 - P0-AUDIT EVIDENCE / REMEDIATION REQUIRED (docs/doctrine/evidence/state only, 0 product LOC, 
